header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Alberdingk Thijmstraat 19,2032 XH Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42684764-alberdingk-thijmstraat-19/?navigateSource=resultlist,20220128_060007,"€ 385,000 kosten koper","€ 4,477    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1919,Renovation project,Gable roof covered with roof tiles,Living area86 m²Other space inside the building6 m²Exterior space attached to the building12 m²,86 m²,6 m²,12 m²,75 m²,364 m³,3 rooms (2 bedrooms),2 stories and a loft,Passive ventilation system and TV via cable,E        What does this mean?,75 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Public parking,no
