header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Area,Garden,Type of garage,error
Prins Constantijnstraat (Bouwnr. 143),1787 DC Julianadorp        ,https://www.funda.nl/en/koop/julianadorp/huis-42423755-prins-constantijnstraat-bouwnr-143/?navigateSource=resultlist,20220130_121736,"€ 463,000 vrij op naam","€ 3,261    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 463,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Sold under reservation,Available in consultation,"Villa, detached residential property",New property,2022,Living area142 m²,142 m²,704 m²,598 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,A        What does this mean?,Completely insulated,Heat recovery unit and heat pump,704 m²,Surrounded by garden,Not yet present but possible,no
