header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Area,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Rietvoorn 8,3356 EG Papendrecht        ,https://www.funda.nl/en/koop/papendrecht/huis-88028201-rietvoorn-8/?navigateSource=resultlist,20220130_140736,"€ 350,000 kosten koper","€ 3,125    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2003,Flat roof covered with asphalt roofing,Living area112 m²Exterior space attached to the building6 m²External storage space7 m²,112 m²,6 m²,7 m²,127 m²,385 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Air conditioning, optical fibre, rolldown shutters, sliding door and TV via cable",A        What does this mean?,127 m²,Alongside a quiet road and in residential district,Back garden,"56 m² (10,93 meter deep and 5,15 meter broad)",Located at the northwest accessible via the rear,Balcony present,Detached wooden storage,Electricity,Public parking,no
